80373557b4d39c10b3dd62dca5d13d7ed0290b5d,ACCUMULO-4600,ACCUMULO-4600: Fix to properly read from accumulo-site.xml
de80cf53b66f58a9a99d8a9dd54b5a716fa8df44,ACCUMULO-4597,ACCUMULO-4597 fixed bug in rfile-info
192b4e81a7a93eb85e35adb4e10cd9631781583d,ACCUMULO-4593,ACCUMULO-4593 Move metrics config to templates dir
3f935e017799987c3ac9c90be5f608af1f99cb24,ACCUMULO-4594,ACCUMULO-4594 Fix Kerberos documentation
c3a0d1d5e2f810ebcda346977009ab0fd1bd34f7,ACCUMULO-4590,ACCUMULO-4590 Use JSON.parse instead of eval
a9bf10ffff62f25d5810816db23ec80d6b06f61b,ACCUMULO-4519,ACCUMULO-4519 regenerate thrift
025aacc9fde81d1d51394126fd550f07a71f260e,ACCUMULO-4519,ACCUMULO-4519 patch from Yudong Wu
f4120422bcaf8466c5c49054761c4bc10f8fba68,ACCUMULO-4577,ACCUMULO-4577: Fix merge error
78176e5948bccb2501184bbffad31a8d7d7e6603,ACCUMULO-4577,ACCUMULO-4577: modified exception thrown by Tables.getNamespaceId
5f664cd76d64d8fb11a80be7a16f1988a92af0d3,ACCUMULO-4578,ACCUMULO-4578 fixed checkstyle issue
6d8a5fa59248ad400fea01f66cd290fbe2da03e6,ACCUMULO-4578,ACCUMULO-4578 added some javadoc
db84650e7454b8354a28d0dcda8da1235a6ea175,ACCUMULO-4578,ACCUMULO-4578 release namespace lock when compaction canceled
7b9a11ad4d12f4572f606eaaed17f8fe78720e05,ACCUMULO-4575,ACCUMULO-4575 Fixed concurrent delete issue in FATE ops
ff134d2c63b47a4d496bb6dfe51b96cbbcadd55f,ACCUMULO-4576,ACCUMULO-4576: Always use the most current tablet server information to make assignment / balancing decisions
df400c59efd2274d8714cad4c9d3648bb0845c50,ACCUMULO-4575,ACCUMULO-4575 Fixed concurrent delete table bug
95be9f3c420b28e9dfcc11bc05ef05c3cf47a74a,ACCUMULO-4572,ACCUMULO-4572 Avoid blocking when looking for files w/o sample
6d8f4114526fe54fb8da4ee2a8669fe50785433b,ACCUMULO-4570,ACCUMULO-4570 Use a boolean for active service instead of the ZooLock
cd4cd68f724b55af05bef73e84432346ec899140,ACCUMULO-4550,ACCUMULO-4550 Removal of examples breaks ShellServerIT
c3d8703296718141e86d5d63a27f235d6f98f1ce,ACCUMULO-4541,ACCUMULO-4541 Ensure grep output gets flushed
17d26bda481a5b62295d9c5f56b58680005d6b14,ACCUMULO-4535,[ACCUMULO-4535] Fix NPE in HostRegexTableLoadBalancer
3bd701b883492f06766631af30e7b08f14d3454c,ACCUMULO-4534,ACCUMULO-4534 Disable external entities in SAX parser
47b57f7300ae5d1df9536cf07d99c83bfb8e2af6,ACCUMULO-4533,ACCUMULO-4533 TraceServer shouldn't abort given problems with trace table checks.
3c4544144a78904198b6795828c176e806b64e09,ACCUMULO-4505,ACCUMULO-4505: Another fix for shell errroneously reading conf
c02efeab23dc45da4b7ee69c0e73a2ea1144bfb4,ACCUMULO-4521,ACCUMULO-4521 Usage of accumulo commands should in 3rd person
8aede75ae7ac94a8255b3e6e64e46ea14b1c527d,ACCUMULO-4517,ACCUMULO-4517 Remove no-longer-present Accumulo jar from tool.sh
a361f63d62272b161365c400e476b04272c21906,ACCUMULO-4505,ACCUMULO-4505: Fix for Shell erroneously reading accumulo-site.xml
32fd1004a413607327bf6b2f16e88eeffa471955,ACCUMULO-4504,ACCUMULO-4504: Improved the help for Shell zookeeper options
0d41ec6e64f8c661b476ba74e1670aabd21d85b2,ACCUMULO-4489,ACCUMULO-4489 Monitor login for access to trace table should fall back to general kerberos keytab when trace keytab is not set.
9e236f289679e950e181db7c14b7f54042d1bb14,ACCUMULO-2278,ACCUMULO-2278 Return value from in.read() should be checked
83fe980f43864a951f5aa5222ab7428a0d4853ae,ACCUMULO-4483,ACCUMULO-4483 Added another test case
